claim_id,class,subject_type,subject_id,subject_name,predicate,object_type,object_id,object_name,polarity,matrix,process,method,study_type,year,citation_count,weight,n_independent_sources,provenance
A-114-208,A_molecule_contributes_to_descriptor,molecule,114,hydrogen sulfide,contributes_to,sensory_descriptor,208,boiled egg,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-114-41,A_molecule_contributes_to_descriptor,molecule,114,hydrogen sulfide,contributes_to,sensory_descriptor,41,chockingly repulsive,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-114-386,A_molecule_contributes_to_descriptor,molecule,114,hydrogen sulfide,contributes_to,sensory_descriptor,386,eggy,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-114-457,A_molecule_contributes_to_descriptor,molecule,114,hydrogen sulfide,contributes_to,sensory_descriptor,457,rotten eggs,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-114-250,A_molecule_contributes_to_descriptor,molecule,114,hydrogen sulfide,contributes_to,sensory_descriptor,250,sulfurous,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-115-280,A_molecule_contributes_to_descriptor,molecule,115,"2,3-dimethyl-5-(1-methylbutyl)pyrazine",contributes_to,sensory_descriptor,280,honey,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-115-364,A_molecule_contributes_to_descriptor,molecule,115,"2,3-dimethyl-5-(1-methylbutyl)pyrazine",contributes_to,sensory_descriptor,364,sweet,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-116-520,A_molecule_contributes_to_descriptor,molecule,116,(Z)-2-octen-1-ol,contributes_to,sensory_descriptor,520,fatty,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-116-93,A_molecule_contributes_to_descriptor,molecule,116,(Z)-2-octen-1-ol,contributes_to,sensory_descriptor,93,rancid,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-117-68,A_molecule_contributes_to_descriptor,molecule,117,2-pentenal,contributes_to,sensory_descriptor,68,apple,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-117-85,A_molecule_contributes_to_descriptor,molecule,117,2-pentenal,contributes_to,sensory_descriptor,85,green,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-118-268,A_molecule_contributes_to_descriptor,molecule,118,"2,5-dimethyl-4-hydroxy-3(2H)-furanone (furaneol)",contributes_to,sensory_descriptor,268,burnt pineapple,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-118-61,A_molecule_contributes_to_descriptor,molecule,118,"2,5-dimethyl-4-hydroxy-3(2H)-furanone (furaneol)",contributes_to,sensory_descriptor,61,burnt sugar,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-118-101,A_molecule_contributes_to_descriptor,molecule,118,"2,5-dimethyl-4-hydroxy-3(2H)-furanone (furaneol)",contributes_to,sensory_descriptor,101,caramel,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-118-347,A_molecule_contributes_to_descriptor,molecule,118,"2,5-dimethyl-4-hydroxy-3(2H)-furanone (furaneol)",contributes_to,sensory_descriptor,347,floral,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-118-370,A_molecule_contributes_to_descriptor,molecule,118,"2,5-dimethyl-4-hydroxy-3(2H)-furanone (furaneol)",contributes_to,sensory_descriptor,370,fragrant,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-118-63,A_molecule_contributes_to_descriptor,molecule,118,"2,5-dimethyl-4-hydroxy-3(2H)-furanone (furaneol)",contributes_to,sensory_descriptor,63,fruity,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-118-306,A_molecule_contributes_to_descriptor,molecule,118,"2,5-dimethyl-4-hydroxy-3(2H)-furanone (furaneol)",contributes_to,sensory_descriptor,306,pineapple,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-118-15,A_molecule_contributes_to_descriptor,molecule,118,"2,5-dimethyl-4-hydroxy-3(2H)-furanone (furaneol)",contributes_to,sensory_descriptor,15,sickly,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-118-364,A_molecule_contributes_to_descriptor,molecule,118,"2,5-dimethyl-4-hydroxy-3(2H)-furanone (furaneol)",contributes_to,sensory_descriptor,364,sweet,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-119-276,A_molecule_contributes_to_descriptor,molecule,119,2-phenylethylalcohol,contributes_to,sensory_descriptor,276,slightly rose,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-120-609,A_molecule_contributes_to_descriptor,molecule,120,2-ethyl-4-isopropylpyridine,contributes_to,sensory_descriptor,609,bitter,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-120-599,A_molecule_contributes_to_descriptor,molecule,120,2-ethyl-4-isopropylpyridine,contributes_to,sensory_descriptor,599,herbal,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-120-581,A_molecule_contributes_to_descriptor,molecule,120,2-ethyl-4-isopropylpyridine,contributes_to,sensory_descriptor,581,slightly nutty,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-121-420,A_molecule_contributes_to_descriptor,molecule,121,4-mercapto-5-methyl-3(2H)-thiophenone,contributes_to,sensory_descriptor,420,nutty,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-122-289,A_molecule_contributes_to_descriptor,molecule,122,5-methyl-2-pentyl-2-oxazoline,contributes_to,sensory_descriptor,289,mild fruity,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-123-345,A_molecule_contributes_to_descriptor,molecule,123,2-formylpyrrole,contributes_to,sensory_descriptor,345,bread,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-123-199,A_molecule_contributes_to_descriptor,molecule,123,2-formylpyrrole,contributes_to,sensory_descriptor,199,burnt,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-123-101,A_molecule_contributes_to_descriptor,molecule,123,2-formylpyrrole,contributes_to,sensory_descriptor,101,caramel,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-123-396,A_molecule_contributes_to_descriptor,molecule,123,2-formylpyrrole,contributes_to,sensory_descriptor,396,corn,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-123-218,A_molecule_contributes_to_descriptor,molecule,123,2-formylpyrrole,contributes_to,sensory_descriptor,218,musty,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-123-277,A_molecule_contributes_to_descriptor,molecule,123,2-formylpyrrole,contributes_to,sensory_descriptor,277,pungent,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-123-572,A_molecule_contributes_to_descriptor,molecule,123,2-formylpyrrole,contributes_to,sensory_descriptor,572,rubber,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-123-250,A_molecule_contributes_to_descriptor,molecule,123,2-formylpyrrole,contributes_to,sensory_descriptor,250,sulfurous,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-124-238,A_molecule_contributes_to_descriptor,molecule,124,2-formylthiophene,contributes_to,sensory_descriptor,238,coconut,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-124-420,A_molecule_contributes_to_descriptor,molecule,124,2-formylthiophene,contributes_to,sensory_descriptor,420,nutty,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-124-136,A_molecule_contributes_to_descriptor,molecule,124,2-formylthiophene,contributes_to,sensory_descriptor,136,reminiscent of benzaldehyde,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-124-121,A_molecule_contributes_to_descriptor,molecule,124,2-formylthiophene,contributes_to,sensory_descriptor,121,sharp,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-124-3,A_molecule_contributes_to_descriptor,molecule,124,2-formylthiophene,contributes_to,sensory_descriptor,3,spicy meat,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-124-364,A_molecule_contributes_to_descriptor,molecule,124,2-formylthiophene,contributes_to,sensory_descriptor,364,sweet,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-125-193,A_molecule_contributes_to_descriptor,molecule,125,4-butyl-5-propylthiazole,contributes_to,sensory_descriptor,193,bell pepper,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-126-24,A_molecule_contributes_to_descriptor,molecule,126,2-acetyl-2-thiazoline,contributes_to,sensory_descriptor,24,biscuit,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-126-343,A_molecule_contributes_to_descriptor,molecule,126,2-acetyl-2-thiazoline,contributes_to,sensory_descriptor,343,cracker,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-126-318,A_molecule_contributes_to_descriptor,molecule,126,2-acetyl-2-thiazoline,contributes_to,sensory_descriptor,318,freshly baked bread crust,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-127-532,A_molecule_contributes_to_descriptor,molecule,127,dimethyl sulfide (methylthiomethane),contributes_to,sensory_descriptor,532,asparagus,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-127-606,A_molecule_contributes_to_descriptor,molecule,127,dimethyl sulfide (methylthiomethane),contributes_to,sensory_descriptor,606,cabbage,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-127-231,A_molecule_contributes_to_descriptor,molecule,127,dimethyl sulfide (methylthiomethane),contributes_to,sensory_descriptor,231,cooked vegetable (corn),positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-127-396,A_molecule_contributes_to_descriptor,molecule,127,dimethyl sulfide (methylthiomethane),contributes_to,sensory_descriptor,396,corn,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-127-86,A_molecule_contributes_to_descriptor,molecule,127,dimethyl sulfide (methylthiomethane),contributes_to,sensory_descriptor,86,cowy,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-127-502,A_molecule_contributes_to_descriptor,molecule,127,dimethyl sulfide (methylthiomethane),contributes_to,sensory_descriptor,502,molasses,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-127-39,A_molecule_contributes_to_descriptor,molecule,127,dimethyl sulfide (methylthiomethane),contributes_to,sensory_descriptor,39,reminiscent of wild radish,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-127-121,A_molecule_contributes_to_descriptor,molecule,127,dimethyl sulfide (methylthiomethane),contributes_to,sensory_descriptor,121,sharp,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-127-15,A_molecule_contributes_to_descriptor,molecule,127,dimethyl sulfide (methylthiomethane),contributes_to,sensory_descriptor,15,sickly,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-127-250,A_molecule_contributes_to_descriptor,molecule,127,dimethyl sulfide (methylthiomethane),contributes_to,sensory_descriptor,250,sulfurous,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-127-91,A_molecule_contributes_to_descriptor,molecule,127,dimethyl sulfide (methylthiomethane),contributes_to,sensory_descriptor,91,vegetable,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-128-111,A_molecule_contributes_to_descriptor,molecule,128,ethyl dodecanoate,contributes_to,sensory_descriptor,111,caprylic,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-128-380,A_molecule_contributes_to_descriptor,molecule,128,ethyl dodecanoate,contributes_to,sensory_descriptor,380,ester,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-129-578,A_molecule_contributes_to_descriptor,molecule,129,5-methyl-2-hexanone,contributes_to,sensory_descriptor,578,peardrops,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-129-364,A_molecule_contributes_to_descriptor,molecule,129,5-methyl-2-hexanone,contributes_to,sensory_descriptor,364,sweet,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-130-83,A_molecule_contributes_to_descriptor,molecule,130,"1,8-cineole",contributes_to,sensory_descriptor,83,comphoraceous,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-131-101,A_molecule_contributes_to_descriptor,molecule,131,"2,3-dimethyl-5-(2-methylbutyl)pyrazine",contributes_to,sensory_descriptor,101,caramel,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-131-219,A_molecule_contributes_to_descriptor,molecule,131,"2,3-dimethyl-5-(2-methylbutyl)pyrazine",contributes_to,sensory_descriptor,219,smoked,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-131-364,A_molecule_contributes_to_descriptor,molecule,131,"2,3-dimethyl-5-(2-methylbutyl)pyrazine",contributes_to,sensory_descriptor,364,sweet,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-132-68,A_molecule_contributes_to_descriptor,molecule,132,(Z)-4-decen-1-yl butanoate,contributes_to,sensory_descriptor,68,apple,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-132-460,A_molecule_contributes_to_descriptor,molecule,132,(Z)-4-decen-1-yl butanoate,contributes_to,sensory_descriptor,460,banana,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-132-33,A_molecule_contributes_to_descriptor,molecule,132,(Z)-4-decen-1-yl butanoate,contributes_to,sensory_descriptor,33,blood orange,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-132-520,A_molecule_contributes_to_descriptor,molecule,132,(Z)-4-decen-1-yl butanoate,contributes_to,sensory_descriptor,520,fatty,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-132-91,A_molecule_contributes_to_descriptor,molecule,132,(Z)-4-decen-1-yl butanoate,contributes_to,sensory_descriptor,91,vegetable,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-133-638,A_molecule_contributes_to_descriptor,molecule,133,2-cyano-5-methylfuran (5-methyl-2-furonitrile),contributes_to,sensory_descriptor,638,almond,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-133-609,A_molecule_contributes_to_descriptor,molecule,133,2-cyano-5-methylfuran (5-methyl-2-furonitrile),contributes_to,sensory_descriptor,609,bitter,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-133-420,A_molecule_contributes_to_descriptor,molecule,133,2-cyano-5-methylfuran (5-methyl-2-furonitrile),contributes_to,sensory_descriptor,420,nutty,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-134-311,A_molecule_contributes_to_descriptor,molecule,134,2-butoxy-3-propylpyrazine,contributes_to,sensory_descriptor,311,earthy,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-134-45,A_molecule_contributes_to_descriptor,molecule,134,2-butoxy-3-propylpyrazine,contributes_to,sensory_descriptor,45,medicinal,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-135-85,A_molecule_contributes_to_descriptor,molecule,135,O-decylhydroxylamine,contributes_to,sensory_descriptor,85,green,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-136-325,A_molecule_contributes_to_descriptor,molecule,136,octanol,contributes_to,sensory_descriptor,325,green herbaceous,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-137-68,A_molecule_contributes_to_descriptor,molecule,137,ethyl butanoate,contributes_to,sensory_descriptor,68,apple,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-137-175,A_molecule_contributes_to_descriptor,molecule,137,ethyl butanoate,contributes_to,sensory_descriptor,175,butter,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-137-380,A_molecule_contributes_to_descriptor,molecule,137,ethyl butanoate,contributes_to,sensory_descriptor,380,ester,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-137-63,A_molecule_contributes_to_descriptor,molecule,137,ethyl butanoate,contributes_to,sensory_descriptor,63,fruity,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-137-566,A_molecule_contributes_to_descriptor,molecule,137,ethyl butanoate,contributes_to,sensory_descriptor,566,papaya,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-137-578,A_molecule_contributes_to_descriptor,molecule,137,ethyl butanoate,contributes_to,sensory_descriptor,578,peardrops,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-137-469,A_molecule_contributes_to_descriptor,molecule,137,ethyl butanoate,contributes_to,sensory_descriptor,469,perfumy,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-137-364,A_molecule_contributes_to_descriptor,molecule,137,ethyl butanoate,contributes_to,sensory_descriptor,364,sweet,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-138-103,A_molecule_contributes_to_descriptor,molecule,138,mesifurane,contributes_to,sensory_descriptor,103,arctic bramble,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-138-599,A_molecule_contributes_to_descriptor,molecule,138,mesifurane,contributes_to,sensory_descriptor,599,herbal,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-138-364,A_molecule_contributes_to_descriptor,molecule,138,mesifurane,contributes_to,sensory_descriptor,364,sweet,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-139-565,A_molecule_contributes_to_descriptor,molecule,139,1-pyrrolyl-2-propanone (1-acetonylpyrrole),contributes_to,sensory_descriptor,565,bready green,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-139-430,A_molecule_contributes_to_descriptor,molecule,139,1-pyrrolyl-2-propanone (1-acetonylpyrrole),contributes_to,sensory_descriptor,430,cookie,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-139-66,A_molecule_contributes_to_descriptor,molecule,139,1-pyrrolyl-2-propanone (1-acetonylpyrrole),contributes_to,sensory_descriptor,66,mushroom,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-140-452,A_molecule_contributes_to_descriptor,molecule,140,1-penten-3-one,contributes_to,sensory_descriptor,452,harsh,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-140-277,A_molecule_contributes_to_descriptor,molecule,140,1-penten-3-one,contributes_to,sensory_descriptor,277,pungent,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-140-121,A_molecule_contributes_to_descriptor,molecule,140,1-penten-3-one,contributes_to,sensory_descriptor,121,sharp,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-140-294,A_molecule_contributes_to_descriptor,molecule,140,1-penten-3-one,contributes_to,sensory_descriptor,294,solvent,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-140-384,A_molecule_contributes_to_descriptor,molecule,140,1-penten-3-one,contributes_to,sensory_descriptor,384,varnish,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-141-145,A_molecule_contributes_to_descriptor,molecule,141,"2,3,5-trimethylpyrazine",contributes_to,sensory_descriptor,145,baked potato,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-141-252,A_molecule_contributes_to_descriptor,molecule,141,"2,3,5-trimethylpyrazine",contributes_to,sensory_descriptor,252,grass,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-141-218,A_molecule_contributes_to_descriptor,molecule,141,"2,3,5-trimethylpyrazine",contributes_to,sensory_descriptor,218,musty,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-141-420,A_molecule_contributes_to_descriptor,molecule,141,"2,3,5-trimethylpyrazine",contributes_to,sensory_descriptor,420,nutty,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-141-202,A_molecule_contributes_to_descriptor,molecule,141,"2,3,5-trimethylpyrazine",contributes_to,sensory_descriptor,202,potato,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-141-524,A_molecule_contributes_to_descriptor,molecule,141,"2,3,5-trimethylpyrazine",contributes_to,sensory_descriptor,524,roasted,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-141-327,A_molecule_contributes_to_descriptor,molecule,141,"2,3,5-trimethylpyrazine",contributes_to,sensory_descriptor,327,roasted peanuts,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-142-511,A_molecule_contributes_to_descriptor,molecule,142,(E)-2-nonenal,contributes_to,sensory_descriptor,511,bast,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-142-413,A_molecule_contributes_to_descriptor,molecule,142,(E)-2-nonenal,contributes_to,sensory_descriptor,413,cardboard,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-142-186,A_molecule_contributes_to_descriptor,molecule,142,(E)-2-nonenal,contributes_to,sensory_descriptor,186,cucumber,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-142-520,A_molecule_contributes_to_descriptor,molecule,142,(E)-2-nonenal,contributes_to,sensory_descriptor,520,fatty,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-142-85,A_molecule_contributes_to_descriptor,molecule,142,(E)-2-nonenal,contributes_to,sensory_descriptor,85,green,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
A-142-456,A_molecule_contributes_to_descriptor,molecule,142,(E)-2-nonenal,contributes_to,sensory_descriptor,456,oxidized,positive,,,,,,,0.0265,1,"derived:molecule_odours(molecule_id,odour_id) x odours(name,odour_category) x molecules(name,inchikey)"
